match_number,match_group,match_type,venue,city,date,batting_team,bowling_team,batter,bowler,non_striker,over,runs_batter,runs_extras,runs_total,wicket_kind,wicket_player_out,fielder_involved,boundary,dot_ball,boundaries,dot_balls,wickets,total_runs
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,DS Smith,0,4,0,4,,,,1,0,1.0,7.0,0.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,DS Smith,0,0,0,0,,,,0,1,1.0,7.0,0.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,DS Smith,0,1,0,1,,,,0,0,1.0,7.0,0.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,SM Pollock,CH Gayle,0,1,0,1,,,,0,0,1.0,7.0,0.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,DS Smith,0,2,0,2,,,,0,0,1.0,7.0,0.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,DS Smith,0,0,0,0,,,,0,1,1.0,7.0,0.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,M Ntini,CH Gayle,1,1,0,1,,,,0,0,2.0,5.0,0.0,13.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Ntini,DS Smith,1,1,0,1,,,,0,0,2.0,5.0,0.0,13.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,M Ntini,CH Gayle,1,0,0,0,,,,0,1,2.0,5.0,0.0,13.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,M Ntini,CH Gayle,1,0,0,0,,,,0,1,2.0,5.0,0.0,13.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,M Ntini,CH Gayle,1,0,0,0,,,,0,1,2.0,5.0,0.0,13.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,M Ntini,CH Gayle,1,4,0,4,,,,1,0,2.0,5.0,0.0,13.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,DS Smith,2,6,0,6,,,,1,0,4.0,3.0,0.0,27.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,DS Smith,2,1,0,1,,,,0,0,4.0,3.0,0.0,27.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,SM Pollock,CH Gayle,2,0,1,1,,,,0,0,4.0,3.0,0.0,27.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,DS Smith,2,0,1,1,,,,0,0,4.0,3.0,0.0,27.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,DS Smith,2,4,0,4,,,,1,0,4.0,3.0,0.0,27.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,DS Smith,2,1,0,1,,,,0,0,4.0,3.0,0.0,27.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,SM Pollock,CH Gayle,2,1,0,1,,,,0,0,4.0,3.0,0.0,27.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,M Ntini,CH Gayle,3,0,0,0,,,,0,1,4.0,5.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,M Ntini,CH Gayle,3,0,0,0,,,,0,1,4.0,5.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,M Ntini,CH Gayle,3,1,0,1,,,,0,0,4.0,5.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Ntini,DS Smith,3,0,0,0,,,,0,1,4.0,5.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Ntini,DS Smith,3,6,0,6,,,,1,0,4.0,5.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Ntini,DS Smith,3,6,0,6,,,,1,0,4.0,5.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,JJ van der Wath,CH Gayle,4,0,0,0,,,,0,1,2.0,4.0,0.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,JJ van der Wath,CH Gayle,4,1,0,1,,,,0,0,2.0,4.0,0.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,JJ van der Wath,DS Smith,4,0,1,1,,,,0,0,2.0,4.0,0.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,JJ van der Wath,CH Gayle,4,0,0,0,,,,0,1,2.0,4.0,0.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,JJ van der Wath,CH Gayle,4,1,0,1,,,,0,0,2.0,4.0,0.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,JJ van der Wath,DS Smith,4,1,0,1,,,,0,0,2.0,4.0,0.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Morkel,DS Smith,5,2,0,2,,,,0,0,2.0,4.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Morkel,DS Smith,5,4,0,4,,,,1,0,2.0,4.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Morkel,DS Smith,5,0,0,0,,,,0,1,2.0,4.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Morkel,DS Smith,5,1,0,1,,,,0,0,2.0,4.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,M Morkel,CH Gayle,5,1,0,1,,,,0,0,2.0,4.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Morkel,DS Smith,5,0,0,0,,,,0,1,2.0,4.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,JJ van der Wath,CH Gayle,6,4,0,4,,,,1,0,3.0,2.0,0.0,22.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,JJ van der Wath,CH Gayle,6,2,0,2,,,,0,0,3.0,2.0,0.0,22.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,JJ van der Wath,CH Gayle,6,1,0,1,,,,0,0,3.0,2.0,0.0,22.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,JJ van der Wath,DS Smith,6,1,0,1,,,,0,0,3.0,2.0,0.0,22.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,JJ van der Wath,CH Gayle,6,2,0,2,,,,0,0,3.0,2.0,0.0,22.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,JJ van der Wath,CH Gayle,6,4,0,4,,,,1,0,3.0,2.0,0.0,22.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Morkel,DS Smith,7,2,0,2,,,,0,0,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Morkel,DS Smith,7,6,0,6,,,,1,0,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Morkel,DS Smith,7,0,0,0,,,,0,1,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Morkel,DS Smith,7,0,0,0,,,,0,1,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Morkel,DS Smith,7,1,0,1,,,,0,0,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,M Morkel,CH Gayle,7,0,1,1,,,,0,0,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,M Morkel,CH Gayle,7,0,0,0,,,,0,1,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,VD Philander,DS Smith,8,0,0,0,,,,0,1,2.0,7.0,1.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,VD Philander,DS Smith,8,6,0,6,,,,1,0,2.0,7.0,1.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,VD Philander,DS Smith,8,1,0,1,,,,0,0,2.0,7.0,1.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,VD Philander,CH Gayle,8,2,0,2,,,,0,0,2.0,7.0,1.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,VD Philander,CH Gayle,8,1,0,1,,,,0,0,2.0,7.0,1.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,VD Philander,DS Smith,8,0,5,5,,,,0,0,2.0,7.0,1.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,VD Philander,DS Smith,8,0,0,0,,,,0,1,2.0,7.0,1.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,JA Morkel,CH Gayle,9,0,1,1,,,,0,0,4.0,1.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,JA Morkel,CH Gayle,9,1,0,1,,,,0,0,4.0,1.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,JA Morkel,DS Smith,9,0,1,1,,,,0,0,4.0,1.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,JA Morkel,DS Smith,9,1,0,1,,,,0,0,4.0,1.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,JA Morkel,CH Gayle,9,1,0,1,,,,0,0,4.0,1.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,JA Morkel,DS Smith,9,6,0,6,,,,1,0,4.0,1.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,JA Morkel,DS Smith,9,4,0,4,,,,1,0,4.0,1.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,JA Morkel,DS Smith,9,1,0,1,,,,0,0,4.0,1.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,VD Philander,DS Smith,10,0,0,0,,,,0,1,0.0,6.0,0.0,7.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,VD Philander,DS Smith,10,1,0,1,,,,0,0,0.0,6.0,0.0,7.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,VD Philander,CH Gayle,10,2,0,2,,,,0,0,0.0,6.0,0.0,7.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,VD Philander,CH Gayle,10,1,0,1,,,,0,0,0.0,6.0,0.0,7.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,VD Philander,DS Smith,10,0,0,0,,,,0,1,0.0,6.0,0.0,7.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,VD Philander,DS Smith,10,1,0,1,,,,0,0,0.0,6.0,0.0,7.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,GC Smith,DS Smith,11,2,0,2,,,,0,0,4.0,0.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,GC Smith,DS Smith,11,4,0,4,,,,1,0,4.0,0.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,GC Smith,DS Smith,11,6,0,6,,,,1,0,4.0,0.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,GC Smith,DS Smith,11,2,0,2,,,,0,0,4.0,0.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,GC Smith,DS Smith,11,0,1,1,,,,0,0,4.0,0.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,GC Smith,CH Gayle,11,2,0,2,,,,0,0,4.0,0.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,DS Smith,12,0,0,0,,,,0,1,4.0,2.0,0.0,31.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,DS Smith,12,0,0,0,,,,0,1,4.0,2.0,0.0,31.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,DS Smith,12,1,0,1,,,,0,0,4.0,2.0,0.0,31.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,SM Pollock,CH Gayle,12,1,0,1,,,,0,0,4.0,2.0,0.0,31.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,DS Smith,12,6,0,6,,,,1,0,4.0,2.0,0.0,31.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,DS Smith,12,6,0,6,,,,1,0,4.0,2.0,0.0,31.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,VD Philander,CH Gayle,13,0,0,0,,,,0,1,3.0,6.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,VD Philander,CH Gayle,13,0,0,0,,,,0,1,3.0,6.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DS Smith,VD Philander,CH Gayle,13,0,0,0,caught,DS Smith,MV Boucher,0,1,3.0,6.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,MN Samuels,VD Philander,CH Gayle,13,0,0,0,,,,0,1,3.0,6.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,MN Samuels,VD Philander,CH Gayle,13,6,0,6,,,,1,0,3.0,6.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,MN Samuels,VD Philander,CH Gayle,13,0,0,0,,,,0,1,3.0,6.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,MN Samuels,14,1,0,1,,,,0,0,6.0,3.0,1.0,37.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,MN Samuels,SM Pollock,CH Gayle,14,0,0,0,caught,MN Samuels,AB de Villiers,0,1,6.0,3.0,1.0,37.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,S Chanderpaul,14,0,1,1,,,,0,0,6.0,3.0,1.0,37.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,S Chanderpaul,14,2,0,2,,,,0,0,6.0,3.0,1.0,37.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,S Chanderpaul,14,0,1,1,,,,0,0,6.0,3.0,1.0,37.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,S Chanderpaul,14,0,1,1,,,,0,0,6.0,3.0,1.0,37.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,S Chanderpaul,14,0,0,0,,,,0,1,6.0,3.0,1.0,37.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,S Chanderpaul,14,4,0,4,,,,1,0,6.0,3.0,1.0,37.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,SM Pollock,S Chanderpaul,14,6,0,6,,,,1,0,6.0,3.0,1.0,37.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,S Chanderpaul,M Morkel,CH Gayle,15,1,0,1,,,,0,0,3.0,1.0,0.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Morkel,S Chanderpaul,15,0,1,1,,,,0,0,3.0,1.0,0.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Morkel,S Chanderpaul,15,4,0,4,,,,1,0,3.0,1.0,0.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Morkel,S Chanderpaul,15,1,0,1,,,,0,0,3.0,1.0,0.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,S Chanderpaul,M Morkel,CH Gayle,15,1,0,1,,,,0,0,3.0,1.0,0.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,M Morkel,S Chanderpaul,15,1,0,1,,,,0,0,3.0,1.0,0.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,S Chanderpaul,M Morkel,CH Gayle,15,0,1,1,,,,0,0,3.0,1.0,0.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,S Chanderpaul,JJ van der Wath,CH Gayle,16,1,0,1,,,,0,0,1.0,2.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,CH Gayle,JJ van der Wath,S Chanderpaul,16,0,0,0,caught,CH Gayle,MV Boucher,0,1,1.0,2.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,S Chanderpaul,JJ van der Wath,DR Smith,16,1,0,1,,,,0,0,1.0,2.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DR Smith,JJ van der Wath,S Chanderpaul,16,1,0,1,,,,0,0,1.0,2.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,S Chanderpaul,JJ van der Wath,DR Smith,16,1,0,1,,,,0,0,1.0,2.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DR Smith,JJ van der Wath,S Chanderpaul,16,0,0,0,,,,0,1,1.0,2.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,S Chanderpaul,M Morkel,DR Smith,17,1,0,1,,,,0,0,3.0,4.0,1.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DR Smith,M Morkel,S Chanderpaul,17,0,0,0,,,,0,1,3.0,4.0,1.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,DR Smith,M Morkel,S Chanderpaul,17,0,0,0,caught,DR Smith,HH Gibbs,0,1,3.0,4.0,1.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,RR Sarwan,M Morkel,S Chanderpaul,17,0,0,0,,,,0,1,3.0,4.0,1.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,RR Sarwan,M Morkel,S Chanderpaul,17,1,0,1,,,,0,0,3.0,4.0,1.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,S Chanderpaul,M Morkel,RR Sarwan,17,1,0,1,,,,0,0,3.0,4.0,1.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,S Chanderpaul,JJ van der Wath,RR Sarwan,18,4,0,4,,,,1,0,2.0,2.0,1.0,12.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,S Chanderpaul,JJ van der Wath,RR Sarwan,18,0,0,0,caught,S Chanderpaul,MV Boucher,0,1,2.0,2.0,1.0,12.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,D Ramdin,JJ van der Wath,RR Sarwan,18,0,0,0,,,,0,1,2.0,2.0,1.0,12.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,D Ramdin,JJ van der Wath,RR Sarwan,18,4,0,4,,,,1,0,2.0,2.0,1.0,12.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,D Ramdin,JJ van der Wath,RR Sarwan,18,1,0,1,,,,0,0,2.0,2.0,1.0,12.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,RR Sarwan,JJ van der Wath,D Ramdin,18,3,0,3,,,,0,0,2.0,2.0,1.0,12.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,RR Sarwan,VD Philander,D Ramdin,19,0,0,0,,,,0,1,1.0,3.0,1.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,RR Sarwan,VD Philander,D Ramdin,19,0,0,0,,,,0,1,1.0,3.0,1.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,RR Sarwan,VD Philander,D Ramdin,19,2,0,2,,,,0,0,1.0,3.0,1.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,RR Sarwan,VD Philander,D Ramdin,19,6,0,6,,,,1,0,1.0,3.0,1.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,RR Sarwan,VD Philander,D Ramdin,19,0,0,0,caught,RR Sarwan,AB de Villiers,0,1,1.0,3.0,1.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,West Indies,South Africa,D Ramdin,VD Philander,DJ Bravo,19,1,0,1,,,,0,0,1.0,3.0,1.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,DBL Powell,HH Gibbs,0,0,0,0,,,,0,1,1.0,7.0,0.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,DBL Powell,HH Gibbs,0,1,0,1,,,,0,0,1.0,7.0,0.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DBL Powell,GC Smith,0,0,0,0,,,,0,1,1.0,7.0,0.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DBL Powell,GC Smith,0,0,0,0,,,,0,1,1.0,7.0,0.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DBL Powell,GC Smith,0,0,0,0,,,,0,1,1.0,7.0,0.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DBL Powell,GC Smith,0,0,0,0,,,,0,1,1.0,7.0,0.0,9.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,R Rampaul,HH Gibbs,1,0,0,0,,,,0,1,2.0,5.0,0.0,13.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,R Rampaul,HH Gibbs,1,0,0,0,,,,0,1,2.0,5.0,0.0,13.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,R Rampaul,HH Gibbs,1,0,1,1,,,,0,0,2.0,5.0,0.0,13.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,R Rampaul,GC Smith,1,1,0,1,,,,0,0,2.0,5.0,0.0,13.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,R Rampaul,HH Gibbs,1,1,0,1,,,,0,0,2.0,5.0,0.0,13.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,R Rampaul,GC Smith,1,4,0,4,,,,1,0,2.0,5.0,0.0,13.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,DBL Powell,HH Gibbs,2,0,0,0,,,,0,1,4.0,3.0,0.0,27.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,DBL Powell,HH Gibbs,2,0,1,1,,,,0,0,4.0,3.0,0.0,27.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,DBL Powell,HH Gibbs,2,4,0,4,,,,1,0,4.0,3.0,0.0,27.0
