match_number,match_group,match_type,venue,city,date,batting_team,bowling_team,batter,bowler,non_striker,over,runs_batter,runs_extras,runs_total,wicket_kind,wicket_player_out,fielder_involved,boundary,dot_ball,boundaries,dot_balls,wickets,total_runs
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Shahid Afridi,A Symonds,6,4,0,4,,,,1,0,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Shahid Afridi,A Symonds,6,0,0,0,,,,0,1,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Shahid Afridi,A Symonds,6,4,0,4,,,,1,0,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,A Symonds,Mohammad Hafeez,RT Ponting,7,4,0,4,,,,1,0,2.0,3.0,0.0,16.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,A Symonds,Mohammad Hafeez,RT Ponting,7,0,0,0,,,,0,1,2.0,3.0,0.0,16.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,A Symonds,Mohammad Hafeez,RT Ponting,7,1,0,1,,,,0,0,2.0,3.0,0.0,16.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Mohammad Hafeez,A Symonds,7,1,0,1,,,,0,0,2.0,3.0,0.0,16.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,A Symonds,Mohammad Hafeez,RT Ponting,7,0,0,0,,,,0,1,2.0,3.0,0.0,16.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,A Symonds,Mohammad Hafeez,RT Ponting,7,2,0,2,,,,0,0,2.0,3.0,0.0,16.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Shahid Afridi,A Symonds,8,0,0,0,,,,0,1,1.0,8.0,1.0,8.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Shahid Afridi,A Symonds,8,0,0,0,,,,0,1,1.0,8.0,1.0,8.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Shahid Afridi,A Symonds,8,0,0,0,,,,0,1,1.0,8.0,1.0,8.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Shahid Afridi,A Symonds,8,0,1,1,,,,0,0,1.0,8.0,1.0,8.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,A Symonds,Shahid Afridi,RT Ponting,8,0,0,0,bowled,A Symonds,,0,1,1.0,8.0,1.0,8.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Shahid Afridi,RT Ponting,8,0,0,0,,,,0,1,1.0,8.0,1.0,8.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Mohammad Hafeez,MEK Hussey,9,1,0,1,,,,0,0,1.0,2.0,0.0,17.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Mohammad Hafeez,RT Ponting,9,0,0,0,,,,0,1,1.0,2.0,0.0,17.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Mohammad Hafeez,RT Ponting,9,1,0,1,,,,0,0,1.0,2.0,0.0,17.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Mohammad Hafeez,MEK Hussey,9,1,0,1,,,,0,0,1.0,2.0,0.0,17.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Mohammad Hafeez,RT Ponting,9,1,0,1,,,,0,0,1.0,2.0,0.0,17.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Mohammad Hafeez,MEK Hussey,9,1,0,1,,,,0,0,1.0,2.0,0.0,17.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Shahid Afridi,MEK Hussey,10,2,0,2,,,,0,0,0.0,2.0,0.0,11.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Shahid Afridi,MEK Hussey,10,1,0,1,,,,0,0,0.0,2.0,0.0,11.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Shahid Afridi,RT Ponting,10,1,0,1,,,,0,0,0.0,2.0,0.0,11.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Shahid Afridi,MEK Hussey,10,1,0,1,,,,0,0,0.0,2.0,0.0,11.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Shahid Afridi,RT Ponting,10,1,0,1,,,,0,0,0.0,2.0,0.0,11.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Shahid Afridi,MEK Hussey,10,1,0,1,,,,0,0,0.0,2.0,0.0,11.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,RT Ponting,Mohammad Hafeez,MEK Hussey,11,0,0,0,bowled,RT Ponting,,0,1,4.0,2.0,1.0,24.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Mohammad Hafeez,MEK Hussey,11,1,0,1,,,,0,0,4.0,2.0,1.0,24.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Mohammad Hafeez,BJ Hodge,11,1,0,1,,,,0,0,4.0,2.0,1.0,24.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Mohammad Hafeez,MEK Hussey,11,1,0,1,,,,0,0,4.0,2.0,1.0,24.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Mohammad Hafeez,BJ Hodge,11,0,0,0,,,,0,1,4.0,2.0,1.0,24.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Mohammad Hafeez,BJ Hodge,11,4,0,4,,,,1,0,4.0,2.0,1.0,24.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Umar Gul,MEK Hussey,12,0,0,0,,,,0,1,2.0,6.0,0.0,12.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Umar Gul,MEK Hussey,12,0,0,0,,,,0,1,2.0,6.0,0.0,12.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Umar Gul,MEK Hussey,12,1,0,1,,,,0,0,2.0,6.0,0.0,12.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Umar Gul,BJ Hodge,12,0,0,0,,,,0,1,2.0,6.0,0.0,12.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Umar Gul,BJ Hodge,12,1,0,1,,,,0,0,2.0,6.0,0.0,12.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Umar Gul,MEK Hussey,12,0,0,0,,,,0,1,2.0,6.0,0.0,12.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Mohammad Hafeez,BJ Hodge,13,1,0,1,,,,0,0,2.0,0.0,0.0,22.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Mohammad Hafeez,MEK Hussey,13,2,0,2,,,,0,0,2.0,0.0,0.0,22.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Mohammad Hafeez,MEK Hussey,13,4,0,4,,,,1,0,2.0,0.0,0.0,22.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Mohammad Hafeez,MEK Hussey,13,2,0,2,,,,0,0,2.0,0.0,0.0,22.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Mohammad Hafeez,MEK Hussey,13,1,0,1,,,,0,0,2.0,0.0,0.0,22.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Mohammad Hafeez,BJ Hodge,13,1,0,1,,,,0,0,2.0,0.0,0.0,22.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Umar Gul,BJ Hodge,14,3,0,3,,,,0,0,4.0,1.0,0.0,28.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Umar Gul,MEK Hussey,14,1,0,1,,,,0,0,4.0,1.0,0.0,28.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Umar Gul,BJ Hodge,14,1,0,1,,,,0,0,4.0,1.0,0.0,28.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Umar Gul,MEK Hussey,14,2,0,2,,,,0,0,4.0,1.0,0.0,28.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Umar Gul,MEK Hussey,14,4,0,4,,,,1,0,4.0,1.0,0.0,28.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Umar Gul,MEK Hussey,14,0,0,0,,,,0,1,4.0,1.0,0.0,28.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Shahid Afridi,BJ Hodge,15,2,0,2,,,,0,0,2.0,2.0,0.0,19.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Shahid Afridi,BJ Hodge,15,6,0,6,,,,1,0,2.0,2.0,0.0,19.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Shahid Afridi,BJ Hodge,15,1,0,1,,,,0,0,2.0,2.0,0.0,19.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Shahid Afridi,MEK Hussey,15,1,0,1,,,,0,0,2.0,2.0,0.0,19.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Shahid Afridi,BJ Hodge,15,1,0,1,,,,0,0,2.0,2.0,0.0,19.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Shahid Afridi,MEK Hussey,15,4,0,4,,,,1,0,2.0,2.0,0.0,19.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Umar Gul,BJ Hodge,16,4,0,4,,,,1,0,2.0,4.0,0.0,17.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Umar Gul,BJ Hodge,16,4,0,4,,,,1,0,2.0,4.0,0.0,17.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Umar Gul,BJ Hodge,16,1,0,1,,,,0,0,2.0,4.0,0.0,17.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Umar Gul,MEK Hussey,16,1,0,1,,,,0,0,2.0,4.0,0.0,17.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Umar Gul,BJ Hodge,16,1,0,1,,,,0,0,2.0,4.0,0.0,17.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Umar Gul,MEK Hussey,16,1,0,1,,,,0,0,2.0,4.0,0.0,17.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Sohail Tanvir,MEK Hussey,17,2,0,2,,,,0,0,1.0,3.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Sohail Tanvir,MEK Hussey,17,1,0,1,,,,0,0,1.0,3.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Sohail Tanvir,BJ Hodge,17,1,0,1,,,,0,0,1.0,3.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Sohail Tanvir,MEK Hussey,17,1,0,1,,,,0,0,1.0,3.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MEK Hussey,Sohail Tanvir,BJ Hodge,17,0,0,0,caught,MEK Hussey,Imran Nazir,0,1,1.0,3.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Sohail Tanvir,MJ Clarke,17,1,0,1,,,,0,0,1.0,3.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Umar Gul,MJ Clarke,18,2,0,2,,,,0,0,1.0,4.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Umar Gul,MJ Clarke,18,0,0,0,,,,0,1,1.0,4.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Umar Gul,MJ Clarke,18,1,0,1,,,,0,0,1.0,4.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MJ Clarke,Umar Gul,BJ Hodge,18,0,0,0,run out,MJ Clarke,Shahid Afridi,0,1,1.0,4.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Umar Gul,B Lee,18,0,0,0,,,,0,1,1.0,4.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Umar Gul,B Lee,18,1,0,1,,,,0,0,1.0,4.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Mohammad Asif,B Lee,19,1,0,1,,,,0,0,0.0,2.0,1.0,6.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,B Lee,Mohammad Asif,BJ Hodge,19,1,0,1,,,,0,0,0.0,2.0,1.0,6.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,BJ Hodge,Mohammad Asif,B Lee,19,0,0,0,caught,BJ Hodge,Younis Khan,0,1,0.0,2.0,1.0,6.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,B Lee,Mohammad Asif,MG Johnson,19,0,0,0,,,,0,1,0.0,2.0,1.0,6.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,B Lee,Mohammad Asif,MG Johnson,19,1,0,1,,,,0,0,0.0,2.0,1.0,6.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Australia,Pakistan,MG Johnson,Mohammad Asif,B Lee,19,1,0,1,,,,0,0,0.0,2.0,1.0,6.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Imran Nazir,B Lee,Mohammad Hafeez,0,0,0,0,,,,0,1,2.0,6.0,0.0,13.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Imran Nazir,B Lee,Mohammad Hafeez,0,0,0,0,,,,0,1,2.0,6.0,0.0,13.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Imran Nazir,B Lee,Mohammad Hafeez,0,0,1,1,,,,0,0,2.0,6.0,0.0,13.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Mohammad Hafeez,B Lee,Imran Nazir,0,4,0,4,,,,1,0,2.0,6.0,0.0,13.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Mohammad Hafeez,B Lee,Imran Nazir,0,0,0,0,,,,0,1,2.0,6.0,0.0,13.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Mohammad Hafeez,B Lee,Imran Nazir,0,0,0,0,,,,0,1,2.0,6.0,0.0,13.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Imran Nazir,NW Bracken,Mohammad Hafeez,1,4,0,4,,,,1,0,3.0,8.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Imran Nazir,NW Bracken,Mohammad Hafeez,1,0,0,0,,,,0,1,3.0,8.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Imran Nazir,NW Bracken,Mohammad Hafeez,1,0,0,0,,,,0,1,3.0,8.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Imran Nazir,NW Bracken,Mohammad Hafeez,1,6,0,6,,,,1,0,3.0,8.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Imran Nazir,NW Bracken,Mohammad Hafeez,1,0,0,0,,,,0,1,3.0,8.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Imran Nazir,NW Bracken,Mohammad Hafeez,1,0,0,0,,,,0,1,3.0,8.0,1.0,15.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Mohammad Hafeez,B Lee,Imran Nazir,2,0,0,0,,,,0,1,5.0,5.0,0.0,26.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Mohammad Hafeez,B Lee,Imran Nazir,2,0,0,0,,,,0,1,5.0,5.0,0.0,26.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Mohammad Hafeez,B Lee,Imran Nazir,2,0,0,0,,,,0,1,5.0,5.0,0.0,26.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Mohammad Hafeez,B Lee,Imran Nazir,2,6,0,6,,,,1,0,5.0,5.0,0.0,26.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Mohammad Hafeez,B Lee,Imran Nazir,2,0,0,0,,,,0,1,5.0,5.0,0.0,26.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Mohammad Hafeez,B Lee,Imran Nazir,2,4,0,4,,,,1,0,5.0,5.0,0.0,26.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Imran Nazir,SR Clark,Mohammad Hafeez,3,0,0,0,caught,Imran Nazir,MG Johnson,0,1,1.0,5.0,3.0,11.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Mohammad Hafeez,SR Clark,Salman Butt,3,1,0,1,,,,0,0,1.0,5.0,3.0,11.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Salman Butt,SR Clark,Mohammad Hafeez,3,1,0,1,,,,0,0,1.0,5.0,3.0,11.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Mohammad Hafeez,SR Clark,Salman Butt,3,0,0,0,caught,Mohammad Hafeez,MJ Clarke,0,1,1.0,5.0,3.0,11.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Younis Khan,SR Clark,Salman Butt,3,0,0,0,,,,0,1,1.0,5.0,3.0,11.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Younis Khan,SR Clark,Salman Butt,3,4,0,4,,,,1,0,1.0,5.0,3.0,11.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Salman Butt,MG Johnson,Younis Khan,4,0,0,0,,,,0,1,1.0,6.0,0.0,12.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Salman Butt,MG Johnson,Younis Khan,4,2,0,2,,,,0,0,1.0,6.0,0.0,12.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Salman Butt,MG Johnson,Younis Khan,4,0,0,0,,,,0,1,1.0,6.0,0.0,12.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Salman Butt,MG Johnson,Younis Khan,4,0,0,0,,,,0,1,1.0,6.0,0.0,12.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Salman Butt,MG Johnson,Younis Khan,4,0,0,0,,,,0,1,1.0,6.0,0.0,12.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Salman Butt,MG Johnson,Younis Khan,4,0,1,1,,,,0,0,1.0,6.0,0.0,12.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Salman Butt,MG Johnson,Younis Khan,4,0,1,1,,,,0,0,1.0,6.0,0.0,12.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Salman Butt,MG Johnson,Younis Khan,4,0,0,0,,,,0,1,1.0,6.0,0.0,12.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Younis Khan,SR Clark,Salman Butt,5,0,0,0,caught,Younis Khan,B Lee,0,1,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Shoaib Malik,SR Clark,Salman Butt,5,0,0,0,,,,0,1,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Shoaib Malik,SR Clark,Salman Butt,5,1,0,1,,,,0,0,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Salman Butt,SR Clark,Shoaib Malik,5,0,0,0,,,,0,1,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Salman Butt,SR Clark,Shoaib Malik,5,4,0,4,,,,1,0,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Salman Butt,SR Clark,Shoaib Malik,5,0,0,0,,,,0,1,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Shoaib Malik,MG Johnson,Salman Butt,6,0,0,0,,,,0,1,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Shoaib Malik,MG Johnson,Salman Butt,6,1,0,1,,,,0,0,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Salman Butt,MG Johnson,Shoaib Malik,6,0,1,1,,,,0,0,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Salman Butt,MG Johnson,Shoaib Malik,6,4,0,4,,,,1,0,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Salman Butt,MG Johnson,Shoaib Malik,6,0,0,0,lbw,Salman Butt,,0,1,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Misbah-ul-Haq,MG Johnson,Shoaib Malik,6,0,0,0,,,,0,1,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Misbah-ul-Haq,MG Johnson,Shoaib Malik,6,0,1,1,,,,0,0,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Misbah-ul-Haq,MG Johnson,Shoaib Malik,6,1,0,1,,,,0,0,4.0,5.0,1.0,21.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Misbah-ul-Haq,A Symonds,Shoaib Malik,7,1,0,1,,,,0,0,2.0,3.0,0.0,16.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Shoaib Malik,A Symonds,Misbah-ul-Haq,7,1,0,1,,,,0,0,2.0,3.0,0.0,16.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Misbah-ul-Haq,A Symonds,Shoaib Malik,7,0,0,0,,,,0,1,2.0,3.0,0.0,16.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Misbah-ul-Haq,A Symonds,Shoaib Malik,7,1,0,1,,,,0,0,2.0,3.0,0.0,16.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Shoaib Malik,A Symonds,Misbah-ul-Haq,7,4,0,4,,,,1,0,2.0,3.0,0.0,16.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Shoaib Malik,A Symonds,Misbah-ul-Haq,7,1,0,1,,,,0,0,2.0,3.0,0.0,16.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Shoaib Malik,MG Johnson,Misbah-ul-Haq,8,4,0,4,,,,1,0,1.0,8.0,1.0,8.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Shoaib Malik,MG Johnson,Misbah-ul-Haq,8,0,0,0,,,,0,1,1.0,8.0,1.0,8.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Shoaib Malik,MG Johnson,Misbah-ul-Haq,8,1,0,1,,,,0,0,1.0,8.0,1.0,8.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Misbah-ul-Haq,MG Johnson,Shoaib Malik,8,0,0,0,,,,0,1,1.0,8.0,1.0,8.0
18.0,F,T20,New Wanderers Stadium,Johannesburg,2007-09-18,Pakistan,Australia,Misbah-ul-Haq,MG Johnson,Shoaib Malik,8,2,0,2,,,,0,0,1.0,8.0,1.0,8.0
